contrast,omitted_operational_group,estimate_points,shift_points,scope
MEMBRANE_INTERFACE-TM_CORE,family:A2RI47,0.5848211672869458,0.0020772085127220875,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:A2RMJ9,0.5844040703309623,0.0016601115567386159,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:A5F5Y5,0.6180859460357769,0.03534198726155326,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:A5FJF3,0.5879180595104893,0.005174100736265574,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:A5GZW8,0.5862235818787014,0.0034796231044776325,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:A7NJ92,0.5890918896271491,0.006347930852925333,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:A8ALU5,0.58642755114866,0.003683592374436294,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:B0FAQ4,0.5830577652239447,0.0003138064497210276,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:B0R2U4,0.5914203501070253,0.008676391332801663,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:B3DLA5,0.5704130041992707,-0.012330954574953003,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:B4EKB4,0.5835171200423559,0.000773161268132188,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:B4EY22,0.5904566350228639,0.007712676248640242,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:B4EZY7,0.5839710057164057,0.001227046942181998,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:B4FZ94,0.5866821805048315,0.003938221730607778,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:B7IE18,0.5949122228798557,0.01216826410563197,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:B7LI20,0.5862426598398193,0.0034987010655955497,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:C7R5Z1,0.5862874116227581,0.0035434528485344015,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:D0VWR1,0.5848745815172177,0.0021306227429939914,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:D0VWR7,0.5914944968169933,0.008750538042769616,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:D0VWR8,0.5847871604827233,0.002043201708499566,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:D2ZZC1,0.5775720705967116,-0.005171888177512088,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:D6R8X8,0.5812293248026746,-0.0015146339715490717,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:D6WJ77,0.5730827569136163,-0.009661201860607354,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:E1BF86,0.5773728489961658,-0.005371109778057933,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:E4TN31,0.5615750748788536,-0.02116888389537006,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:F1NCD6,0.5878033717388388,0.0050594129646150746,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:F1NJ67,0.5860068201600398,0.0032628613858161175,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:F2QVG4,0.5805055059512418,-0.0022384528229818686,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:F6RG56,0.5808156039130513,-0.0019283548611723905,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:G0GAP6,0.58130334983947,-0.0014406089347537843,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:G2Q1C9,0.5816774934070851,-0.0010664653671386623,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:G2Q5N0,0.536344678127622,-0.04639928064660171,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:G2QNH0,0.5716687466792998,-0.01107521209492389,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:G3IEF0,0.5693485811143252,-0.013395377659898566,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:G4CRQ5,0.5850808581337286,0.0023368993595048425,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:G4SW86,0.5797620934451867,-0.002981865329036975,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:G4Z2L3,0.5815599484325951,-0.001184010341628676,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:H6LFT0,0.5808078608904316,-0.0019360978837921691,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:I1J9K0,0.5795096493818831,-0.003234309392340616,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:J7QAK3,0.572381406701741,-0.010362552072482739,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:K9UJK2,0.5904192221546269,0.007675263380403294,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:L7N662,0.5863487792391726,0.0036048204649489525,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:M4GGS2,0.5926204338889399,0.009876475114716215,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:N0DKS8,0.5847429341561512,0.0019989753819275,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:O00767,0.5865736607125551,0.0038297019383314035,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:O05000,0.5856020203347854,0.00285806156056171,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:O06139,0.5835525546185154,0.0008085958442916735,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:O14684,0.5831794732759615,0.00043551450173784714,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:O15118,0.5828823895773413,0.0001384308031175327,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:O15439,0.583837008871556,0.0010930500973322863,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:O15554,0.5887869560494068,0.006042997275183034,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:O27985,0.5775725787904766,-0.005171379983747067,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:O29285,0.5912327547238327,0.008488795949608986,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:O29777,0.5764121823667253,-0.006331776407498407,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:O31539,0.507939296304092,-0.07480466247013172,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:O32081,0.5761848774269884,-0.006559081347235277,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:O34840,0.5814240659885561,-0.0013198927856675896,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:O60931,0.5890132624955359,0.006269303721312142,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:O66465,0.5845586268283569,0.0018146680541331756,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:O67182,0.5711547044375975,-0.011589254336626196,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:O67305,0.5955524849017694,0.0128085261275457,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:O77389,0.58305454546462,0.00031058669039624523,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:O88454,0.580203147064034,-0.0025408117101897824,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:O97467,0.5855533650453609,0.0028094062711372762,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P00157,0.58563573651622,0.0028917777419963306,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P00165,0.5921145404981869,0.009370581723963222,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P00166,0.5834197692595017,0.0006758104852780042,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P02710,0.584858535726314,0.002114576952090292,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P02920,0.5845255430981371,0.0017815843239133919,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P03960,0.5828455466036826,0.00010158782945890107,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P05023,0.5866109468716354,0.0038669880974117297,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P05030,0.5948158382484948,0.012071879474271144,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P07371,0.5846831283700595,0.001939169595835833,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P08183,0.5819164589890721,-0.0008274997851516648,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P0A0J7,0.5942544415590477,0.011510482784824003,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P0A924,0.5824562823832315,-0.00028767639099211775,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P0AAM1,0.5728476437818331,-0.009896314992390628,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P0ABE5,0.5759672609302885,-0.006776697843935246,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P0ABL8,0.5669030512280258,-0.015840907546197953,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P0AC23,0.5885522668312262,0.005808308057002505,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P0AEK7,0.57843771913895,-0.004306239635273618,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P0AEY8,0.5889922360724086,0.006248277298184866,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P0AFF4,0.5777853961432267,-0.004958562630997046,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P0AFS5,0.5723230942475364,-0.010420864526687352,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P0AGF4,0.5916862529052207,0.008942294130996967,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P0AGM7,0.570445001193435,-0.012298957580788705,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P10903,0.5847293884168694,0.001985429642645687,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P11551,0.5867687666402216,0.0040248078659979244,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P12946,0.5644921803372966,-0.018251778436927102,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P13738,0.5838373650305843,0.0010934062563605108,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P17413,0.5852575673509959,0.0025136085767722173,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P18577,0.5847870408185627,0.002043082044339041,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P20292,0.5845505240273269,0.001806565253103208,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P21616,0.5859817066144627,0.003237747840238985,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P23886,0.5781990709306523,-0.004544887843571481,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P23975,0.6079179559359569,0.02517399716173317,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P29018,0.5961740232296993,0.013430064455475545,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P29388,0.5799355635940118,-0.002808395180211882,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P29973,0.5774267042460612,-0.005317254528162518,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P30572,0.583218042962796,0.0004740841885723067,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P30878,0.5760943934925097,-0.006649565281714037,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P30988,0.5872474863485484,0.004503527574324737,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P31122,0.5824868070656597,-0.00025715170856397546,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P31213,0.5836110813255653,0.0008671225513415259,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P31224,0.5700282289572784,-0.01271572981694528,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P31382,0.5877773905398727,0.005033431765648962,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P31547,0.5988174911445258,0.01607353237030205,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P31602,0.5714726398936475,-0.011271318880576222,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P31639,0.5887819421138571,0.006037983339633388,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P33897,0.5796002688504992,-0.00314368992372447,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P34413,0.5815702423440031,-0.00117371643022059,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P37019,0.586496293091091,0.003752334316867254,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P38054,0.5892096993130664,0.00646574053884269,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P38377,0.5812165993399332,-0.0015273594342905296,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P39007,0.5865770634501541,0.003833104675930385,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P39301,0.5845242692712723,0.001780310497048656,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P39524,0.5840147943995734,0.0012708356253496485,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P39986,0.574422685459233,-0.008321273314990628,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P40107,0.5869821467493305,0.004238187975106732,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P41180,0.5939063241859582,0.011162365411734529,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P41440,0.5889541465478544,0.006210187773630655,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P43005,0.5806869159393424,-0.0020570428348813154,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P43457,0.5886388729239365,0.005894914149712736,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P44741,0.5844324470046385,0.0016884882304147274,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P44783,0.5733353391438542,-0.009408619630369569,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P45844,0.5770652652222963,-0.005678693551927454,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P51798,0.583865771547751,0.0011218127735272351,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P53985,0.5887873689411147,0.0060434101668910105,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P54582,0.585352216465536,0.0026082576913123365,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P56726,0.5662943214965024,-0.016449637277721283,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P57758,0.5733774369756914,-0.009366521798532309,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P60061,0.5868520106975724,0.00410805192334867,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P60497,0.5831325819994121,0.00038862322518842113,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P60933,0.5883978022561687,0.005653843481944962,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P60955,0.5674132000666269,-0.01533075870759678,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P64606,0.5822527613906777,-0.0004911973835459993,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P68183,0.5883049804005238,0.005561021626300164,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P69380,0.6081792344690871,0.025435275694863334,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P69801,0.5855131455642524,0.0027691867900286188,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P75831,0.5821935989176128,-0.0005503598566108589,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P82251,0.572289233976473,-0.010454724797750656,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P92506,0.5889434413964639,0.006199482622240224,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P92558,0.5863792924947944,0.003635333720570632,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P92960,0.5910072865969976,0.008263327822773895,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P93313,0.586559459568489,0.00381550079426524,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P9WN03,0.5885545458705843,0.005810587096360606,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P9WP37,0.5815908143234396,-0.0011531444507840646,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:P9WPG7,0.5779516743701032,-0.004792284404120557,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q02060,0.5851612994586923,0.002417340684468614,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q03529,0.5832860427199685,0.000542083945744877,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q03720,0.592139910254266,0.009395951480042387,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q03PY7,0.5871784784265983,0.004434519652374638,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q03S56,0.5380707908109564,-0.04467316796326727,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q08BA4,0.5753880965908338,-0.007355862183389909,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q12001,0.5876210174764899,0.004877058702266145,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q13336,0.5837934278508794,0.0010494690766556583,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q13563,0.5879403321490075,0.005196373374783802,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q14728,0.5854553134158258,0.0027113546416020554,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q14973,0.5925009424590456,0.00975698368482188,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q15125,0.5971132632151144,0.014369304440890653,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q2FZP8,0.5805493951255151,-0.002194563648708677,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q2YYX7,0.5845962028040591,0.0018522440298354183,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q39232,0.57940992288202,-0.0033340358922037683,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q3MHW7,0.5787647602369628,-0.0039791985372609855,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q3TH73,0.5911524666988445,0.008408507924620792,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q51330,0.5900775208369362,0.007333562062712511,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q57556,0.5813935027368342,-0.0013504560373894976,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q57727,0.5789899214813194,-0.003754037292904265,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q5FKK5,0.5850435506170862,0.00229959184286253,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q5N8J1,0.5928391647475231,0.010095205973299423,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q5QUJ8,0.5860613355524643,0.0033173767782406285,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q5SHQ8,0.5880436039598542,0.005299645185630544,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q5SIA2,0.5877616486155198,0.005017689841296108,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q5SIX3,0.5605835363240169,-0.022160422450206822,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q5SJ79,0.5847858540384123,0.002041895264188586,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q5SKE6,0.5830285972274626,0.0002846384532388495,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q5T9L3,0.5626252105445672,-0.020118748229656577,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q5VTY9,0.589193724742763,0.006449765968539328,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q5W0Z9,0.5829604133036094,0.00021645452938567553,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q5XEZ5,0.5772417252254669,-0.005502233548756747,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q61420,0.586081383140812,0.0033374243665883555,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q63008,0.5760096795682232,-0.006734279206000501,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q687X5,0.5591634946466778,-0.0235804641275459,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q6IYF9,0.5831632965795618,0.00041933780533806933,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q6J8X0,0.5817805762740992,-0.0009633825001245482,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q6LPW1,0.5853117128974991,0.002567754123275392,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q6LZY8,0.5829402666439393,0.00019630786971562217,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q6MLJ0,0.5791508948449064,-0.003593063929317221,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q72IU4,0.5628425611012786,-0.019901397672945128,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q7Z3C6,0.5849359217636242,0.0021919629894004596,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q80WG5,0.5890370638506425,0.006293105076418757,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q86V24,0.5875622111402581,0.00481825236603433,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q86YT5,0.5830805435044325,0.0003365847302087832,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q8BHY3,0.5720324401346957,-0.01071151863952808,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q8C1E7,0.5835386953140075,0.0007947365397837323,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q8FDZ8,0.5801075894947264,-0.0026363692794973033,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q8IVW8,0.5815280987464008,-0.0012158600278229861,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q8K424,0.5661717749698301,-0.016572183804393695,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q8N5C1,0.5903736140775376,0.007629655303313925,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q8PAS2,0.5849848968455135,0.0022409380712897116,one operational group; not one dependence block
MEMBRANE_INTERFACE-TM_CORE,family:Q8RCC3,0.5941685085045342,0.011424549730310474,one operational group; not one dependence block
